enunciado,status_imagem,referencia_imagem,alternativa_a,alternativa_b,alternativa_c,alternativa_d,alternativa_e,banca,ano,especialidade,output_gabarito,output_explicacao,output_grande_area,output_taxa_certeza,processado,output_tema,output_subtema,output_especialidade,exportado
"Mulher de 28 anos de idade, em tratamento para pneumonia comunitária com levofloxacino
500 mg/dia há 3 dias, refere não ter melhorado da tosse e está evoluindo com tontura. Chegou no
PS e sinais vitais iniciais demonstravam: FC = 120 bpm; FR = 12 irpm; PA = 100 x 60 mmHg;
saturando 94%. Ao exame: REG, afebril, corada, acianótica, orientada, vígil, peso = 50 kg,
estertores crepitantes com roncos na base direita, RCR em 2T, BNF, enchimento capilar de 3
segundos, abdome normal, membros inferiores sem edemas ou sinais de TVP, apresentando livedo.
Qual dos achados abaixo estabelece mau prognóstico?",0,,Frequência cardíaca e enchimento capilar.,Pressão arterial e frequência cardíaca.,Pressão arterial e enchimento capilar.,Enchimento capilar e presença de livedo.,Pressão arterial e livedo.,UNIFESP,2016,Acesso Direto,E,"A paciente apresenta sinais de instabilidade hemodinâmica, como hipotensão (PA 100x60 mmHg), taquicardia (FC 120 bpm), enchimento capilar lento (3 segundos) e livedo. Esses achados sugerem má perfusão tecidual e potencial choque séptico, o que indica um mau prognóstico. A pressão arterial baixa e o livedo reticular são os sinais mais preocupantes, indicando uma possível disfunção orgânica devido à sepse. A frequência cardíaca elevada e o enchimento capilar lento corroboram essa hipótese, mas a combinação de pressão arterial baixa e livedo é mais específica para um quadro de choque.",Clínica Médica,95,1,Pneumonia Comunitária,Prognóstico e Sepse,Pneumologia,0
"Mulher de 28 anos de idade, em tratamento para pneumonia comunitária com levofloxacino
500 mg/dia há 3 dias, refere não ter melhorado da tosse e está evoluindo com tontura. Chegou no
PS e sinais vitais iniciais demonstravam: FC = 120 bpm; FR = 12 irpm; PA = 100 x 60 mmHg;
saturando 94%. Ao exame: REG, afebril, corada, acianótica, orientada, vígil, peso = 50 kg,
estertores crepitantes com roncos na base direita, RCR em 2T, BNF, enchimento capilar de 3
segundos, abdome normal, membros inferiores sem edemas ou sinais de TVP, apresentando livedo.
A gasometria arterial da paciente mostrou: pH = 7,2; pCO2 = 35 mmHg; pO2 = 82 mmHg; HCO3
= 15 mEq/L; BE = -8; SatO2 = 94%; lactato = 60 mg/dl (normal até 14). Qual a conduta mais
adequada neste momento?",0,,Iniciar Ringer lactato 1.000 ml IV em 30 minutos e mudar o esquema antibiótico.,Repor o bicarbonato de sódio 50 mEq e coletar hemoculturas.,"Iniciar SF 0,9% 500 ml em 2 horas e trocar a quinolona por ceftriaxona.",Fazer expansão com albumina e iniciar meropenem e vancomicina.,"Iniciar SF 0,9% 1.000 ml em 30 minutos, sem mudança do esquema antibiótico.",UNIFESP,2016,Acesso Direto,A,"A paciente apresenta sinais de choque séptico (hipotensão, taquicardia, lactato elevado, livedo) secundário à pneumonia comunitária, apesar do tratamento com levofloxacino. A acidose metabólica (pH 7,2, HCO3 15) também é um indicativo de choque. A prioridade é a ressuscitação volêmica agressiva para melhorar a perfusão tecidual e reverter o choque. A antibioticoterapia deve ser otimizada para cobrir patógenos resistentes ou outros agentes etiológicos não cobertos pela levofloxacino. 

A) Correta. Iniciar Ringer lactato 1000 ml IV em 30 minutos é a conduta inicial para ressuscitação volêmica. A mudança do esquema antibiótico é justificada pela falta de resposta ao tratamento inicial e pela possibilidade de resistência ou etiologia diferente.
B) Incorreta. A reposição de bicarbonato de sódio não é a primeira linha no tratamento da acidose metabólica no choque séptico. A prioridade é melhorar a perfusão tecidual. Além disso, a coleta de hemoculturas é importante, mas não prioritária em relação à ressuscitação volêmica.
C) Incorreta. A velocidade de infusão de SF 0,9% está muito lenta para um quadro de choque. A troca da quinolona por ceftriaxona pode ser considerada, mas a prioridade é a ressuscitação volêmica.
D) Incorreta. A expansão com albumina não é a primeira linha no tratamento do choque séptico. O uso de meropenem e vancomicina pode ser considerado em casos de suspeita de patógenos resistentes, mas a prioridade é a ressuscitação volêmica.
E) Incorreta. A ressuscitação volêmica é adequada, mas a manutenção do mesmo esquema antibiótico não é justificada pela falta de resposta ao tratamento inicial e pela possibilidade de resistência ou etiologia diferente.",Clínica Médica,98,1,Pneumonia Comunitária,Choque Séptico,Pneumologia,0
"Mulher de 23 anos de idade, previamente hígida, chegou no PS com quadro de dispneia há 2
horas acompanhada de dor torácica, nega tosse e febre. Ao exame: BEG, corada, afebril,
acianótica, orientada, vígil. Pulmões: roncos esparsos, FR = 30 irpm; saturando 92%; RCR em 2T;
BNF; FC = 120 bpm; PA = 100 x 60 mmHg; membros inferiores sem edemas. Calculado o escore
de Wells que foi considerado de baixa probabilidade. Qual a investigação mais adequada neste
momento?",0,,Angio-TC de tórax.,Dosar d-dímero.,Cintilografia ventilação-perfusão.,"Ecocardiograma, troponina e BNP.",Não há necessidade de investigar porque é de baixa probabilidade.,UNIFESP,2016,Acesso Direto,B,"A paciente apresenta um quadro de dispneia e dor torácica, com escore de Wells de baixa probabilidade para TEP. Nesses casos, a conduta inicial é a dosagem do D-dímero. Se o D-dímero for negativo, o TEP é praticamente excluído. Se for positivo, a angio-TC de tórax é indicada para confirmar ou descartar o diagnóstico. As outras opções não são as mais adequadas neste momento: a cintilografia ventilação-perfusão é uma alternativa à angio-TC, mas menos utilizada; o ecocardiograma, troponina e BNP podem ser úteis em outras condições, mas não são prioritários na investigação inicial de TEP; e não investigar seria negligenciar a possibilidade de TEP, mesmo com baixa probabilidade clínica.",Clínica Médica,95,1,Tromboembolismo Pulmonar (TEP),Diagnóstico de TEP,Pneumologia,0
"Mulher de 23 anos de idade, previamente hígida, chegou no PS com quadro de dispneia há 2
horas acompanhada de dor torácica, nega tosse e febre. Ao exame: BEG, corada, afebril,
acianótica, orientada, vígil. Pulmões: roncos esparsos; FR = 30 irpm; saturando 92%; RCR em 2T;
BNF; FC = 120 bpm; PA = 100 x 60 mmHg; membros inferiores sem edemas. Calculado o escore
de Wells que foi considerado de baixa probabilidade. Após 2 horas, a paciente apresentou PCR por
atividade elétrica sem pulso. Quais medidas devem ser feitas nesta reanimação?",0,,Adrenalina e amiodarona.,Adrenalina e trombolítico.,Amiodarona e vasopressina.,Adrenalina e atropina.,Amiodarona e trombolítico.,UNIFESP,2016,Acesso Direto,B,"A paciente evoluiu para PCR em atividade elétrica sem pulso (AESP). O tratamento inicial da AESP segue o protocolo de PCR, que inclui compressões torácicas de alta qualidade e administração de adrenalina a cada 3-5 minutos. A causa da PCR deve ser investigada e tratada (5Hs e 5Ts). Como a paciente apresentava dispneia e dor torácica, e o escore de Wells era de baixa probabilidade, não se pode descartar totalmente tromboembolismo pulmonar (TEP) como causa da PCR, embora outras causas devam ser consideradas. Em casos de suspeita ou confirmação de TEP como causa da PCR, o uso de trombolítico pode ser considerado. Amiodarona é utilizada em PCR por fibrilação ventricular (FV) ou taquicardia ventricular sem pulso (TVSP) refratárias. Atropina não é mais recomendada rotineiramente na PCR por AESP ou assistolia. Vasopressina não é mais recomendada como substituta ou adicional à adrenalina na PCR.",Clínica Médica,90,1,Parada Cardiorrespiratória (PCR),Reanimação Cardiopulmonar (RCP),Cardiologia,0
O protocolo SPIKES é utilizado na prática médica para:,0,,Para estabelecer prognóstico em paciente oncológico.,Seguimento de paciente com choque séptico.,Escore prognóstico nas UTIs.,Acompanhamento clínico de pacientes com leucemias agudas.,Comunicação de más notícias.,UNIFESP,2016,Acesso Direto,E,"O protocolo SPIKES é uma ferramenta utilizada para comunicar más notícias aos pacientes de forma estruturada e empática. Ele aborda a preparação, a percepção do paciente, o convite para a informação, o conhecimento, a resposta emocional e a estratégia e resumo. As outras alternativas não se relacionam diretamente com o uso primário do protocolo SPIKES.",Clínica Médica,95,1,Comunicação em Medicina,Protocolo SPIKES,Oncologia,0
"Homem de 18 anos de idade chega em consulta com história de fadiga, há 3 meses
acompanhada de edema e dor nos joelhos e tornozelos. Teve episódio de gastroenterite há 1 mês
e no ano passado teve 2 episódios de uveíte. Ao exame, apresenta joelho direito com calor local e
edema e os dois tornozelos edemaciados com calor local e dor a palpação nos tendões de Aquiles.
A sorologia para hepatites e o fator reumatoide são negativos. Tem VHS = 70mm/h. Qual o
tratamento de escolha para este paciente?",0,,Ceftriaxone.,Prednisona.,Metotrexate.,Anti-inflamatório não hormonal.,Colchicina.,UNIFESP,2016,Acesso Direto,D,"O quadro clínico do paciente (fadiga, edema e dor nas articulações, história de gastroenterite e uveíte, entesite - dor nos tendões de Aquiles, VHS elevado e FR negativo) sugere fortemente uma espondiloartrite, mais especificamente Artrite Reativa (anteriormente conhecida como Síndrome de Reiter). O tratamento inicial para Artrite Reativa é com anti-inflamatórios não hormonais (AINES) para controlar a inflamação e a dor. Ceftriaxone seria usado se houvesse suspeita de infecção ativa (o que não é o caso aqui, embora a Artrite Reativa possa ser desencadeada por infecções). Prednisona e Metotrexato são opções para casos mais graves ou refratários aos AINEs. Colchicina pode ser usada para tratar a uveíte ou outras manifestações da doença, mas não é a primeira linha para a artrite.",Clínica Médica,95,1,Espondiloartrites,Artrite Reativa,Reumatologia,0
"Homem de 55 anos de idade, tabagista ativo de 40 anos/maço. Como deve ser realizado o
rastreamento para câncer de pulmão?",0,,TC de tórax a cada 2 anos.,RX de tórax anualmente.,TC de tórax anualmente.,RX de tórax semestralmente.,TC de tórax a cada 5 anos.,UNIFESP,2016,Acesso Direto,C,"O rastreamento para câncer de pulmão em pacientes de alto risco, como tabagistas com história de 30 anos/maço ou mais, é recomendado com TC de tórax de baixa dose anualmente. O RX de tórax não é sensível o suficiente para detectar cânceres de pulmão em estágios iniciais. As outras opções de periodicidade para a TC não seguem as diretrizes atuais.",Clínica Médica,95,1,Rastreamento de Câncer de Pulmão,Tabagismo e Rastreamento,Pneumologia,0
"Mulher de 58 anos de idade recentemente teve diagnóstico de ICC descompensada classe
funcional III, que melhorou há 15 dias para classe II, acompanhado de perda de 2 kg. A paciente
começou a utilizar furosemida 40 mg por dia; captopril 25 mg 3x ao dia e carvedilol 6,25 mg 2x ao
dia. Na consulta ambulatorial, trouxe exames: ureia = 135 mg/dL; creatinina = 3,25 mg/dL; K =
5,7 mEq/L e Na = 135 mEq/L. Há 2 semanas: ureia = 52 mg/dL; creatinina = 0,8 mg/dL; Na =
125 mEq/L; K = 4,2 mEq/L. No momento: REG; orientada e vígil; anictérica; PA = 120 x 85 mmHg;
FC = 84 bpm em 2t, sem sopros; tem edema = +1/+4 em membros inferiores e mantém estase
jugular a 45°, não apresentando mais refluxo hepatojugular e com ausculta pulmonar com
estertores finos nas bases. Qual a conduta mais adequada neste momento?",0,,Trocar o IECA por nitrato e hidralazina.,Associar digoxina após suspensão do captopril.,Associar espironolactona para potencializar a furosemida.,Aumentar a dose da furosemida porque se trata de uma síndrome cardiorrenal.,Indicar hemodiálise de urgência.,UNIFESP,2016,Acesso Direto,E,"A paciente apresenta um quadro de Insuficiência Cardíaca Congestiva (ICC) com piora da função renal e hipercalemia, provavelmente induzidas pelo uso de diurético (furosemida), IECA (captopril) e betabloqueador (carvedilol). A elevação da ureia e creatinina, juntamente com a hipercalemia, sugere uma síndrome cardiorrenal, onde a disfunção cardíaca agrava a função renal e vice-versa. A conduta inicial deve ser suspender ou reduzir a dose dos medicamentos que podem estar contribuindo para a piora da função renal e hipercalemia (furosemida, captopril e carvedilol). A hemodiálise de urgência (alternativa E) pode ser considerada se a hipercalemia não responder a outras medidas ou se houver sinais de sobrecarga hídrica refratária. No entanto, antes de indicar hemodiálise, outras medidas devem ser tomadas. A alternativa A (trocar IECA por nitrato e hidralazina) não aborda diretamente a hipercalemia e a piora da função renal. A alternativa B (associar digoxina após suspensão do captopril) não é a primeira linha de tratamento e não resolve o problema agudo da hipercalemia e da lesão renal. A alternativa C (associar espironolactona) é contraindicada na presença de hipercalemia e disfunção renal. A alternativa D (aumentar a dose de furosemida) é inadequada, pois pode agravar a lesão renal e a hipercalemia. Considerando o quadro clínico e os exames laboratoriais, a conduta mais adequada é suspender ou reduzir as medicações que podem estar contribuindo para a piora da função renal e hipercalemia e monitorizar a paciente. Se a hipercalemia persistir ou houver sinais de sobrecarga hídrica refratária, a hemodiálise pode ser considerada.",Clínica Médica,90,1,Insuficiência Cardíaca,"Síndrome Cardiorrenal, Insuficiência Cardíaca Descompensada, Hipercalemia, Lesão Renal Aguda",Cardiologia,0
"Paciente de 35 anos de idade, branco, entra no pronto-socorro com queixa de edema em
membros inferiores e urina escurecida há uma semana. No exame físico, o edema é caracterizado
como anasarca e mede-se pressão arterial de 170 x 110 mmHg. Exames complementares são
solicitados, detectando-se creatinina de 4,2 mg/dl, urina tipo I que mostra hematúria 850.000
hemácias/mililitro com dismorfismo eritrocitário ++/+++ e proteinúria ausente. A principal
hipótese diagnóstica é:",0,,Patologia obstrutiva de trato urinário.,Síndrome nefrótica.,Síndrome nefrítica.,Nefropatia por IgA.,Glomerulonefrite rapidamente progressiva.,UNIFESP,2016,Acesso Direto,C,"O quadro clínico do paciente (edema, HAS, urina escura, hematúria dismórfica, creatinina elevada) sugere fortemente uma síndrome nefrítica. A presença de hematúria dismórfica indica origem glomerular da hematúria. A proteinúria ausente praticamente exclui síndrome nefrótica. A elevação da creatinina indica lesão renal aguda, o que, associado à hematúria e HAS, reforça a hipótese de glomerulonefrite. A glomerulonefrite rapidamente progressiva (GNRP) é uma possibilidade, mas o enunciado não fornece informações suficientes para confirmar a rapidez da progressão. Patologia obstrutiva do trato urinário não explicaria a hematúria dismórfica. Nefropatia por IgA é uma causa comum de glomerulonefrite, mas o quadro clínico apresentado é mais sugestivo de uma síndrome nefrítica aguda do que a apresentação típica da nefropatia por IgA. A anasarca, hipertensão e hematúria macroscópica são mais consistentes com síndrome nefrítica.",Clínica Médica,95,1,Glomerulonefrites,Síndrome Nefrítica,Nefrologia,0
"Mulher de 23 anos de idade apresenta história de cefaleia, com dor na região frontotemporal
direita, às vezes envolvendo toda a parte direita da face e da cabeça, com duração média de 10
minutos, e cerca de 8 crises ao dia. Relata lacrimejamento e hiperemia ocular nas crises. Assinale
o diagnóstico mais provável e conduta mais adequada:",0,,Cefaleia em salvas; verapamil.,Cefaleia em salvas; tricíclico.,Enxaqueca com disautonomia; propranolol.,Hemicrania paroxística; indometacina.,Neuralgia trigeminal; carbamazepina.,UNIFESP,2016,Acesso Direto,A,"A descrição da paciente (mulher de 23 anos com cefaleia unilateral frontotemporal, lacrimejamento e hiperemia ocular, crises curtas e frequentes) é altamente sugestiva de cefaleia em salvas. A duração das crises (10 minutos) e a frequência (8 crises ao dia) são características importantes. O tratamento de primeira linha para cefaleia em salvas é o verapamil (um bloqueador dos canais de cálcio) para profilaxia. A indometacina é utilizada para hemicrania paroxística, que também apresenta crises curtas e frequentes, mas com resposta dramática à indometacina. Tricíclicos são usados em cefaleias tensionais e enxaquecas, propranolol é usado na profilaxia da enxaqueca, e carbamazepina é usada para neuralgia do trigêmeo, que apresenta dor lancinante e breve, desencadeada por estímulos.",Clínica Médica,95,1,Cefaleias,Cefaleia em Salvas,Neurologia,0
"Homem de 32 anos de idade apresenta úlcera genital com 15 dias de evolução. Refere relações
sexuais recentes sem preservativos. Não tem história ou evidência de lesões vesiculosas. Neste
ambulatório, não há exames de bacterioscopia e sangue disponíveis. Qual é a conduta adequada,
conforme as normas do Ministério da Saúde?",0,,"Aciclovir 200 mg, em 5 tomadas diárias por 5 dias.","Penicilina G benzatina 2,4 milhões UI, via intramuscular, em dose única, combinada com
azitromicina 1 g, via oral, em dose única.","Penicilina G benzatina 2,4 milhões UI, via intramuscular, em dose única.","Ceftriaxona 250 mg, via intramuscular, em dose única.","Eritromicina 500 mg, via oral, de 6 em 6 horas por 15 dias.",UNIFESP,2016,Acesso Direto,B,"O caso descreve um paciente com úlcera genital e histórico de relações sexuais desprotegidas, o que levanta a suspeita de DSTs. A ausência de lesões vesiculosas prévias torna menos provável o diagnóstico de herpes genital. A sífilis primária (cancro duro) e o cancroide são diagnósticos diferenciais importantes. Como não há exames disponíveis para confirmação diagnóstica imediata, o tratamento sindrômico é a conduta mais adequada, conforme as diretrizes do Ministério da Saúde. A penicilina G benzatina é o tratamento de escolha para sífilis. A azitromicina é adicionada para cobrir outras possíveis causas de úlcera genital, como o cancroide. Portanto, a alternativa correta é a que combina penicilina e azitromicina.",Clínica Médica,95,1,Doenças Sexualmente Transmissíveis (DST),Úlcera Genital,Infectologia,0
"Logo após a indução da anestesia geral para redução de fratura de fêmur, um paciente sob
ventilação mecânica apresenta queda progressiva no valor da capnometria. Qual é a causa mais
provável?",0,,Hipotermia.,Embolia gordurosa.,Cal sodada saturada.,Ventilador desconectado.,Hipotensão.,UNIFESP,2016,Acesso Direto,D,"A capnometria mede a concentração de CO2 no gás exalado. Uma queda progressiva indica diminuição da produção de CO2 ou aumento do espaço morto. A causa mais provável, considerando o contexto de indução anestésica e ventilação mecânica, é a desconexão do ventilador, levando à ausência de ventilação alveolar e, consequentemente, ausência de CO2 sendo expirado. Hipotensão pode levar a diminuição do CO2, mas não tão abrupta. Embolia gordurosa causa hipoxemia e aumento do gradiente alvéolo-arterial de oxigênio, mas não necessariamente queda na capnometria. A cal sodada saturada aumentaria o CO2 inspirado, e não diminuiria o CO2 expirado. Hipotermia diminui o metabolismo e, portanto, a produção de CO2, mas a queda na capnometria seria mais lenta e gradual.",Cirurgia,95,1,Monitorização,Capnometria,Anestesiologia,0
"Menino de 5 anos de idade é atropelado por motocicleta ao atravessar a rua. Dá entrada no
pronto-socorro chorando, taquidispneico. À percussão, observa-se hipertimpanismo em hemotórax
direito e murmúrio vesicular abolido do mesmo lado. Restante do exame sem alterações. Assinale
qual o provável diagnóstico e que tipo de choque pode estar intimamente relacionado a esse
quadro:",0,,Pneumotórax hipertensivo e choque cardiogênico.,Hemotórax maciço e choque hipovolêmico.,Pneumotórax hipertensivo e choque obstrutivo.,Pneumotorax hipertensivo e choque neurogênico.,Hemotórax maciço e choque séptico.,UNIFESP,2016,Acesso Direto,C,"O quadro clínico do paciente (criança de 5 anos, atropelada, taquidispneica, com hipertimpanismo e murmúrio vesicular abolido em hemitórax direito) sugere fortemente um pneumotórax hipertensivo ou um hemotórax maciço. O hipertimpanismo à percussão é mais indicativo de pneumotórax, enquanto a abolição do murmúrio vesicular pode ocorrer em ambos. No entanto, a ausência de outras alterações no exame físico torna o pneumotórax hipertensivo mais provável. O pneumotórax hipertensivo leva a um choque obstrutivo devido à compressão dos grandes vasos e do coração, diminuindo o retorno venoso e o débito cardíaco. O hemotórax maciço, por sua vez, levaria a um choque hipovolêmico devido à perda de sangue. Considerando o hipertimpanismo, o pneumotórax hipertensivo é o diagnóstico mais provável, e o choque obstrutivo é o tipo de choque associado. A alternativa A está incorreta porque o choque cardiogênico não é o mais diretamente relacionado ao pneumotórax hipertensivo. A alternativa B está incorreta porque, embora o hemotórax maciço possa causar choque hipovolêmico, o hipertimpanismo sugere pneumotórax. A alternativa D está incorreta porque o choque neurogênico não é típico nesse cenário. A alternativa E está incorreta porque choque séptico não é a causa primária neste caso.",Pediatria,95,1,Trauma Torácico,"Pneumotórax Hipertensivo, Hemotórax, Choque Obstrutivo, Choque Hipovolêmico",Emergência Pediátrica,0
"Criança do sexo masculino, de 1 ano e 2 meses de idade, deu entrada no pronto atendimento
com história de evacuações escurecidas e de odor forte há 4 horas. A mãe dele negou dor, vômitos,
febre, alterações cutâneas ou vacinação recente. Ela relatou ainda que a criança já havia
apresentado 2 episódios de evacuações com grande quantidade de sangue, nos quais necessitou
até de transfusão sanguínea. Qual é o diagnóstico?",0,,Deficiência de fator VII.,Alergia a leite de vaca.,Divertículo de Meckel.,Úlcera péptica sangrante.,Angiodisplasia.,UNIFESP,2016,Acesso Direto,C,"A apresentação clínica de um lactente com hemorragia digestiva baixa indolor e recorrente sugere fortemente a possibilidade de Divertículo de Meckel. O divertículo contém tecido gástrico ectópico que pode ulcerar e sangrar. A alergia à proteína do leite de vaca pode causar sangramento, mas geralmente está associada a outros sintomas como vômitos, diarreia e irritabilidade. Deficiência de fator VII, úlcera péptica sangrante e angiodisplasia são menos prováveis nessa faixa etária e com essa apresentação clínica.",Pediatria,95,1,Hemorragia Digestiva Baixa,Divertículo de Meckel,Gastroenterologia Pediátrica,0
"Um tempo básico da técnica operatória é a síntese, onde deve-se aproximar as bordas da
ferida operatória para reconstituir a integridade anatômica e funcional do órgão/tecido que sofreu
a diérese. Assinale a alternativa CORRETA em relação à síntese:",0,,"Na síntese da parede anterolateral do abdome, após uma laparotomia supraumbilical mediana,
recomenda-se suturar o folheto aponeurótico com fio absorvível 2.0.","O fio de poliamida monofilamentar tem seu uso recomendado para a sutura de pele,
especialmente no calibre 4.0 ou menor.","Na sutura de um ferimento cortocontuso, com cinco centímetros de extensão e menos de um
centímetro de profundidade, na face de uma criança de cinco anos, recomenda-se usar o fio de
poliglactina 3.0.","O adesivo cirúrgico à base de cianoacrilato está recomendado para suturas viscerais que ficarão
sob tensão devido a sua alta resistência tênsil.","O fio de algodão tem seu uso bastante difundido devido à baixa formação de granulomas tipo
corpo estranho e baixa rejeição.",UNIFESP,2016,Acesso Direto,B,"A) INCORRETA: Fio absorvível 2.0 pode ser usado, mas geralmente se prefere um fio de maior calibre (ex: 1 ou 0) para a aponeurose, dependendo da tensão. Além disso, a escolha entre absorvível e não absorvível depende da preferência do cirurgião e das características do paciente. 
B) CORRETA: O fio de poliamida (nylon) monofilamentar é frequentemente usado para sutura de pele, especialmente calibres finos como 4.0 ou 5.0, devido à sua baixa reatividade e facilidade de remoção.
C) INCORRETA: Em crianças, e especialmente na face, a poliglactina (Vicryl) não é a melhor escolha para sutura de pele devido à sua absorção relativamente rápida, o que pode levar a um resultado estético inferior. Um fio não absorvível, como o nylon ou o polipropileno, seria mais adequado. Além disso, o calibre 3.0 é geralmente muito grosso para suturas faciais em crianças; 5.0 ou 6.0 seriam mais apropriados.
D) INCORRETA: Adesivos cirúrgicos à base de cianoacrilato têm baixa resistência tênsil e não são adequados para suturas viscerais sob tensão. São mais apropriados para fechamento de lacerações cutâneas superficiais e de baixa tensão.
E) INCORRETA: O fio de algodão tem alta reatividade tecidual e leva à formação de granulomas tipo corpo estranho, o que limita seu uso em cirurgia moderna.",Cirurgia,95,1,Técnica Cirúrgica,Suturas e Materiais de Sutura,Cirurgia Geral,0
